Epoch: 1, Average Loss: 5.4029
Epoch: 2, Average Loss: 4.8787
Epoch: 3, Average Loss: 4.6413
Epoch: 4, Average Loss: 4.4562
Epoch: 5, Average Loss: 4.3052
Epoch: 6, Average Loss: 4.1829
Epoch: 7, Average Loss: 4.0872
Epoch: 8, Average Loss: 4.0136
Epoch: 9, Average Loss: 3.9601
Epoch: 10, Average Loss: 3.9182
